locationName,color,locUUID,rainfall,recharge.total.poor_quality,recharge.total.total,recharge.total.non_command,recharge.total.command,loss,draft.total.total,draft.total.non_command,currAvailabilityForAllPurposes,stage,category.total,category.non_command,area.total.commandArea,area.total.nonCommandArea,area.total.poorQualityArea,area.total.hillyArea,area.total.forestArea,area.total.totalArea,area.total.pavedArea,area.total.unpavedArea,locationUUID,rechargeData.total.poor_quality,rechargeData.total.total,rechargeData.total.non_command,rechargeData.total.command,draftData.total.total,draftData.total.non_command,currentAvailabilityForAllPurposes,stageOfExtraction,category.poor_quality,category.command,draft.total.command,draftData.total.command,draft.total.poor_quality,draftData.total.poor_quality
Bana,,b807fab5-5bc3-41b4-8428-5a4d90a10e56,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,14780.4893742228,0.0,0.0,b807fab5-5bc3-41b4-8428-5a4d90a10e56,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Singa-Gelling,,5a686d3c-95b3-43b8-8a13-593ff6e9869d,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,135701.84792380861,0.0,0.0,5a686d3c-95b3-43b8-8a13-593ff6e9869d,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Aalo East,,cf828681-c43f-4ba8-bc60-fd0dc9121961,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,35944.514126466376,0.0,0.0,cf828681-c43f-4ba8-bc60-fd0dc9121961,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Diyun,,5e2854a1-849d-483f-8bcd-a7c036646b60,2222.8999999999996,0.0,4589.57,4589.57,0.0,,58.480000000000004,58.480000000000004,,,safe,safe,0.0,7622.611554292012,0.0,0.0,0.0,14899.229856283227,0.0,0.0,5e2854a1-849d-483f-8bcd-a7c036646b60,0.0,4589.57,4589.57,0.0,58.480000000000004,58.480000000000004,,,,,,,,
Tawang,,e0277c20-5000-43ef-9bc8-deb91a5c7bb9,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,26605.2220228047,0.0,0.0,e0277c20-5000-43ef-9bc8-deb91a5c7bb9,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Yachuli,,0a8ce563-6c86-4ce7-a9c9-5f56e78ca300,1444.4,0.0,2051.65,2051.65,0.0,,6.0600000000000005,6.0600000000000005,,,safe,safe,0.0,4094.2911093880602,0.0,0.0,0.0,93518.77147390415,0.0,0.0,0a8ce563-6c86-4ce7-a9c9-5f56e78ca300,0.0,2051.65,2051.65,0.0,6.0600000000000005,6.0600000000000005,,,,,,,,
Walong,,90d2cca6-02c4-4418-acc5-cd86090368e2,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,357087.2960787978,0.0,0.0,90d2cca6-02c4-4418-acc5-cd86090368e2,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Gensi,,fd598dab-a98d-43bf-9784-1e6f088b794f,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,47133.737218356386,0.0,0.0,fd598dab-a98d-43bf-9784-1e6f088b794f,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Bordumsa,,79205338-7ebd-44d1-a2f6-72c2d3552d9a,2222.9,0.0,5274.78,5274.78,0.0,,77.4,77.4,,,safe,safe,0.0,8549.66703896904,0.0,0.0,0.0,8692.010762515749,0.0,0.0,79205338-7ebd-44d1-a2f6-72c2d3552d9a,0.0,5274.78,5274.78,0.0,77.4,77.4,,,,,,,,
Koloriang,,b5340440-5f7c-4ea6-8cfb-8e588273def6,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,41350.76916796799,0.0,0.0,b5340440-5f7c-4ea6-8cfb-8e588273def6,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Tirbin,,6d3a2344-7f3c-41de-8463-8297d3b7cb12,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,15864.866720288363,0.0,0.0,6d3a2344-7f3c-41de-8463-8297d3b7cb12,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Sagalee,,44cdf758-129e-40f7-9624-f8f1174f0570,3199.6,0.0,4013.2,4013.2,0.0,,7.7,7.7,,,safe,safe,0.0,3790.242913218487,0.0,0.0,0.0,116788.89187924925,0.0,0.0,44cdf758-129e-40f7-9624-f8f1174f0570,0.0,4013.2,4013.2,0.0,7.7,7.7,,,,,,,,
Damin,,172a4276-499a-498d-acae-51fb759f9705,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,126914.08432700824,0.0,0.0,172a4276-499a-498d-acae-51fb759f9705,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Khimiyong,,7690d63c-2851-4b10-926c-eabd3611c24d,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,18813.18652066867,0.0,0.0,7690d63c-2851-4b10-926c-eabd3611c24d,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Wakka,,1a004a6d-87d2-453b-b255-126fbbeec655,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,30494.941872371117,0.0,0.0,1a004a6d-87d2-453b-b255-126fbbeec655,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Seppa,,104624b4-173b-4ea8-8f7e-7994217a0fd8,2026.3,0.0,3732.3,3732.3,0.0,,81.07,81.07,,,safe,safe,0.0,3999.3340890631066,0.0,0.0,0.0,51358.70114603878,0.0,0.0,104624b4-173b-4ea8-8f7e-7994217a0fd8,0.0,3732.3,3732.3,0.0,81.07,81.07,,,,,,,,
Puchi Geko,,14e4e765-dcfc-45cb-94d9-13da4956b52e,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,28123.819562396922,0.0,0.0,14e4e765-dcfc-45cb-94d9-13da4956b52e,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Geku,,95134990-eb55-4f37-88e5-f203ac38cf84,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,51529.652076227845,0.0,0.0,95134990-eb55-4f37-88e5-f203ac38cf84,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Kimin,,b19aa89f-0826-42a5-9a4a-2666edb818ff,3199.6,0.0,1736.3600000000001,1736.3600000000001,0.0,,11.43,11.43,,,safe,safe,0.0,2814.142673389497,0.0,0.0,0.0,52633.590096325,0.0,0.0,b19aa89f-0826-42a5-9a4a-2666edb818ff,0.0,1736.3600000000001,1736.3600000000001,0.0,11.43,11.43,,,,,,,,
Changlang,,c379a3fa-ccce-44c8-9cb7-2d41e1466314,2222.8999999999996,0.0,1869.17,1869.17,0.0,,1.03,1.03,,,safe,safe,0.0,3136.686195766162,0.0,0.0,0.0,56798.751941055234,0.0,0.0,c379a3fa-ccce-44c8-9cb7-2d41e1466314,0.0,1869.17,1869.17,0.0,1.03,1.03,,,,,,,,
Roing-Koronu,,a7858ea7-cb7e-42f7-ba17-99cafaacb9e3,3996.1,0.0,46853.05,46853.05,0.0,,232.88,232.88,,,safe,safe,0.0,74710.10645530072,0.0,0.0,0.0,122994.66050294202,0.0,0.0,a7858ea7-cb7e-42f7-ba17-99cafaacb9e3,0.0,46853.05,46853.05,0.0,232.88,232.88,,,,,,,,
Tezu,,d1292ea5-eb68-4026-9f8b-03a879f89f3e,2998.2,0.0,34887.990000000005,34887.990000000005,0.0,,25.42,25.42,,,safe,safe,0.0,58688.00953635591,0.0,0.0,0.0,174097.33360729067,0.0,0.0,d1292ea5-eb68-4026-9f8b-03a879f89f3e,0.0,34887.990000000005,34887.990000000005,0.0,25.42,25.42,,,,,,,,
Chambang,,895ca2a0-1697-4521-bd75-7c1045256b43,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,37384.619191403886,0.0,0.0,895ca2a0-1697-4521-bd75-7c1045256b43,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Zemithang-Dudunghar,,624d490b-fead-4360-af0f-c2005e870850,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,53248.47749525692,0.0,0.0,624d490b-fead-4360-af0f-c2005e870850,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Nampong,,8a371146-9414-46e8-acaa-ead2ddf96972,2222.9,0.0,5263.389999999999,5263.389999999999,0.0,,6.54,6.54,,,safe,safe,0.0,7835.840551991073,0.0,0.0,0.0,81057.32995555866,0.0,0.0,8a371146-9414-46e8-acaa-ead2ddf96972,0.0,5263.389999999999,5263.389999999999,0.0,6.54,6.54,,,,,,,,
Tame Raga,,16d00811-9950-4f62-9e14-00724b4bfaf2,1444.4,0.0,1486.8,1486.8,0.0,,11.3,11.3,,,safe,safe,0.0,2267.6099535529033,0.0,0.0,0.0,195220.7906461066,0.0,0.0,16d00811-9950-4f62-9e14-00724b4bfaf2,0.0,1486.8,1486.8,0.0,11.3,11.3,,,,,,,,
Mariang,,1dc6577b-d665-45ef-8752-e09511376100,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,73229.45650482555,0.0,0.0,1dc6577b-d665-45ef-8752-e09511376100,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Namsai,,5da642ea-0e53-43e1-9ee9-d838dd755a9a,2998.2,0.0,23066.41,23066.41,0.0,,114.18,114.18,,,safe,safe,0.0,35190.68973468536,0.0,0.0,0.0,41618.20527791227,0.0,0.0,5da642ea-0e53-43e1-9ee9-d838dd755a9a,0.0,23066.41,23066.41,0.0,114.18,114.18,,,,,,,,
Lumla,,94cf6967-1c94-4f7a-93a5-825a4e4cb8cc,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,8413.680755416175,0.0,0.0,94cf6967-1c94-4f7a-93a5-825a4e4cb8cc,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Daporijo,,6d1546a5-3855-4ba2-bc12-37bebeb51b63,1735.3999999999999,0.0,908.31,908.31,0.0,,13.7,13.7,,,safe,safe,0.0,320.33,0.0,0.0,0.0,25680.68039777061,0.0,0.0,6d1546a5-3855-4ba2-bc12-37bebeb51b63,0.0,908.31,908.31,0.0,13.7,13.7,,,,,,,,
Giba,,687645f2-402c-460c-a9b0-b8288dcdcde3,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,66821.99664903537,0.0,0.0,687645f2-402c-460c-a9b0-b8288dcdcde3,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Jang-Thingbu,,6b3f3f40-cb5f-4789-98b5-502e607f08b1,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,108086.29864693996,0.0,0.0,6b3f3f40-cb5f-4789-98b5-502e607f08b1,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Thrizino,,c341e48c-8ca5-4984-ab92-90bb9ab84131,2388.7,0.0,690.3,690.3,0.0,,1.5499999999999998,1.5499999999999998,,,safe,safe,0.0,1414.524431856767,0.0,0.0,0.0,111234.48615144842,0.0,0.0,c341e48c-8ca5-4984-ab92-90bb9ab84131,0.0,690.3,690.3,0.0,1.5499999999999998,1.5499999999999998,,,,,,,,
Kaying-Payum,,fcefff7b-c4d2-4c70-bdb6-42c0a903a391,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,144767.05582979918,0.0,0.0,fcefff7b-c4d2-4c70-bdb6-42c0a903a391,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Pangin,,2d9978c0-86d0-40de-91f8-5edf413801f5,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,138979.05917661547,0.0,0.0,2d9978c0-86d0-40de-91f8-5edf413801f5,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Kanubari,,6970a3cb-44d3-48ca-a3d9-8a15ff615bb4,2907.2999999999997,0.0,2222.6,2222.6,0.0,,12.96,12.96,,,safe,safe,0.0,2410.7680775297667,0.0,0.0,0.0,23376.142620404327,0.0,0.0,6970a3cb-44d3-48ca-a3d9-8a15ff615bb4,0.0,2222.6,2222.6,0.0,12.96,12.96,,,,,,,,
Laju,,247f060b-4dab-4266-8102-82d287e7091c,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,26139.522627072514,0.0,0.0,247f060b-4dab-4266-8102-82d287e7091c,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Nyapin,,207c3647-87b1-4dad-9d2c-c72007683a71,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,57793.18507026809,0.0,0.0,207c3647-87b1-4dad-9d2c-c72007683a71,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Kalaktang,,c337268e-87f8-4fad-b847-e22d1f410ec1,2388.7,0.0,797.3299999999999,797.3299999999999,0.0,,1.7800000000000002,1.7800000000000002,,,safe,safe,0.0,1648.4854063008115,0.0,0.0,0.0,175068.90592099336,0.0,0.0,c337268e-87f8-4fad-b847-e22d1f410ec1,0.0,797.3299999999999,797.3299999999999,0.0,1.7800000000000002,1.7800000000000002,,,,,,,,
Palin,,0ccc7b3e-7c3a-48f5-a490-5d0dd9926e46,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,26630.32845934444,0.0,0.0,0ccc7b3e-7c3a-48f5-a490-5d0dd9926e46,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Tali,,587552ba-b887-4c21-8634-118d91887b8b,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,40160.78789787861,0.0,0.0,587552ba-b887-4c21-8634-118d91887b8b,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Seijosa,,8c29198b-32ed-46e2-ac5d-48e12228e5df,2026.3,0.0,5716.75,5716.75,0.0,,15.25,15.25,,,safe,safe,0.0,14737.338256467618,0.0,0.0,0.0,69182.7949794759,0.0,0.0,8c29198b-32ed-46e2-ac5d-48e12228e5df,0.0,5716.75,5716.75,0.0,15.25,15.25,,,,,,,,
Yingkong,,8313d1d4-907e-46a4-92f8-65ed368fddf8,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,57112.993184900646,0.0,0.0,8313d1d4-907e-46a4-92f8-65ed368fddf8,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Khonsa,,d40b2494-6d6a-480e-a7cf-417ac6cd973f,2907.2999999999997,0.0,2012.06,2012.06,0.0,,5.859999999999999,5.859999999999999,,,safe,safe,0.0,3498.8687216209946,0.0,0.0,0.0,61554.702380493865,0.0,0.0,d40b2494-6d6a-480e-a7cf-417ac6cd973f,0.0,2012.06,2012.06,0.0,5.859999999999999,5.859999999999999,,,,,,,,
Sarli,,2aa3916e-cd6e-4ce9-a28b-0418db095cf9,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,113587.93743607137,0.0,0.0,2aa3916e-cd6e-4ce9-a28b-0418db095cf9,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Ziro I,,1e2d974c-6777-4fe5-ab28-aa165bfc076d,1444.4,0.0,1702.99,1702.99,0.0,,22.43,22.43,,,safe,safe,0.0,3773.098937059037,0.0,0.0,0.0,62060.43787998923,0.0,0.0,1e2d974c-6777-4fe5-ab28-aa165bfc076d,0.0,1702.99,1702.99,0.0,22.43,22.43,,,,,,,,
Bameng,,d104cfed-e562-4a67-8de8-94c8fe77d54c,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,21810.20001021482,0.0,0.0,d104cfed-e562-4a67-8de8-94c8fe77d54c,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Namsang,,3b89907a-6209-4753-bc3a-a0c30d8f909a,2907.2999999999997,0.0,2482.45,2482.45,0.0,,16.16,16.16,,,safe,safe,0.0,4658.754746079656,0.0,0.0,0.0,33618.92301889244,0.0,0.0,3b89907a-6209-4753-bc3a-a0c30d8f909a,0.0,2482.45,2482.45,0.0,16.16,16.16,,,,,,,,
Sangram,,81277811-d8ca-425b-9868-f893ce2b5d78,0.0,,,,,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,38112.66303110254,0.0,0.0,81277811-d8ca-425b-9868-f893ce2b5d78,,,,,,,,,Hilly Area,Hilly Area,,,,
Khenewa,,35b76649-fae5-4500-b42d-776120513bd1,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,53012.01774479137,0.0,0.0,35b76649-fae5-4500-b42d-776120513bd1,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Anini-Mipi,,f077dd55-6045-44cc-bf69-a23e970473f7,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,396482.950144512,0.0,0.0,f077dd55-6045-44cc-bf69-a23e970473f7,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Limeking,,13f25e54-7423-4a4e-acb5-fe2798c18f8e,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,157932.77938578674,0.0,0.0,13f25e54-7423-4a4e-acb5-fe2798c18f8e,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Nacho,,55632ff9-45fe-44be-8fde-131afb657ad6,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,149303.95949000207,0.0,0.0,55632ff9-45fe-44be-8fde-131afb657ad6,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Aalo West,,e1a323c5-77e6-4d41-ae2a-17ab7388c302,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,17425.18069032673,0.0,0.0,e1a323c5-77e6-4d41-ae2a-17ab7388c302,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Hunli-Desali,,90567d0e-f4bc-44b3-accf-e2808e3175cf,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,149043.79316081424,0.0,0.0,90567d0e-f4bc-44b3-accf-e2808e3175cf,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Dambuk,,0e840963-cdd8-4a93-b129-e78e27295130,3996.1,0.0,32772.44,32772.44,0.0,,15.25,15.25,,,safe,safe,0.0,45289.89354469928,0.0,0.0,0.0,117961.54633624371,0.0,0.0,0e840963-cdd8-4a93-b129-e78e27295130,0.0,32772.44,32772.44,0.0,15.25,15.25,,,,,,,,
Pangchao,,70831cb4-17a5-4ca1-b5a4-90b6930b605d,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,27767.027543777927,0.0,0.0,70831cb4-17a5-4ca1-b5a4-90b6930b605d,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Tuting,,cd320ea6-b117-4cea-b282-f135ef9a3d01,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,293523.1079295125,0.0,0.0,cd320ea6-b117-4cea-b282-f135ef9a3d01,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Taliha,,38fdf0e7-93ec-4f45-ace5-2cc3e3b48b90,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,94049.7564937002,0.0,0.0,38fdf0e7-93ec-4f45-ace5-2cc3e3b48b90,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Dumporijo,,88ed499c-c213-491a-8ab8-1210d669700f,1735.3999999999999,0.0,1791.47,1791.47,0.0,,7.58,7.58,,,safe,safe,0.0,379.67,0.0,0.0,0.0,53039.17054190959,0.0,0.0,88ed499c-c213-491a-8ab8-1210d669700f,0.0,1791.47,1791.47,0.0,7.58,7.58,,,,,,,,
Parsi Parlo,,fe874f2a-2302-4eb9-bf26-db222f157e42,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,34718.0487752051,0.0,0.0,fe874f2a-2302-4eb9-bf26-db222f157e42,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Etalin,,cc4314bc-6a2d-4137-acf0-9de6578727ef,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,400464.9288497309,0.0,0.0,cc4314bc-6a2d-4137-acf0-9de6578727ef,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Mukto-Bongkhar,,a4668271-044b-4b4f-8eb1-417682ad72fe,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,18309.80391650265,0.0,0.0,a4668271-044b-4b4f-8eb1-417682ad72fe,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Dirang,,8c50ec43-d258-46dd-8e17-ab4d3d44b25b,2388.7,0.0,996.01,996.01,0.0,,4.65,4.65,,,safe,safe,0.0,1367.982992752037,0.0,0.0,0.0,191769.32374585778,0.0,0.0,8c50ec43-d258-46dd-8e17-ab4d3d44b25b,0.0,996.01,996.01,0.0,4.65,4.65,,,,,,,,
Lekang_Mahadevpur,,183b5e22-7911-45c8-b899-ed05777f5b69,2998.2,0.0,8496.23,8496.23,0.0,,70.05,70.05,,,safe,safe,0.0,10620.011977547083,0.0,0.0,0.0,10672.685617370567,0.0,0.0,183b5e22-7911-45c8-b899-ed05777f5b69,0.0,8496.23,8496.23,0.0,70.05,70.05,,,,,,,,
Mechuka,,0403bc1c-193a-43e3-9702-af427d9d3794,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,125363.76883498734,0.0,0.0,0403bc1c-193a-43e3-9702-af427d9d3794,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Monigong,,540df4c1-483c-4e69-8885-cda79cabd75d,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,138469.6467637096,0.0,0.0,540df4c1-483c-4e69-8885-cda79cabd75d,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Mebo,,c9fa01af-9737-42b6-9540-593e7922e513,4398.6,0.0,38331.009999999995,38331.009999999995,0.0,,48.099999999999994,48.099999999999994,,,safe,safe,0.0,50854.24549408497,0.0,0.0,0.0,78432.66118717007,0.0,0.0,c9fa01af-9737-42b6-9540-593e7922e513,0.0,38331.009999999995,38331.009999999995,0.0,48.099999999999994,48.099999999999994,,,,,,,,
Jangging,,b750eae4-9d71-4c22-b56b-2e704fdc5d74,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,47902.942380724766,0.0,0.0,b750eae4-9d71-4c22-b56b-2e704fdc5d74,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Kitypi,,8f278cbd-3fb9-4678-9db8-cc48e1471c5b,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,2536.517163079612,0.0,0.0,8f278cbd-3fb9-4678-9db8-cc48e1471c5b,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Riga,,eb2ae2ec-d4e7-4621-be83-27c640b89641,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,16379.95614320835,0.0,0.0,eb2ae2ec-d4e7-4621-be83-27c640b89641,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Balijan,,11e1aeb6-d303-4fcb-b77f-c78f73f3881b,3199.6,0.0,2784.36,2784.36,0.0,,25.4,25.4,,,safe,safe,0.0,3562.6699214039095,0.0,0.0,0.0,60904.02406972389,0.0,0.0,11e1aeb6-d303-4fcb-b77f-c78f73f3881b,0.0,2784.36,2784.36,0.0,25.4,25.4,,,,,,,,
Rumgong,,505d6b4b-4ff7-4518-9155-f29b0448f81f,2891.8999999999996,0.0,1646.99,1646.99,0.0,,0.16,0.16,,,safe,safe,0.0,3235.901362318825,0.0,0.0,0.0,43265.47198161151,0.0,0.0,505d6b4b-4ff7-4518-9155-f29b0448f81f,0.0,1646.99,1646.99,0.0,0.16,0.16,,,,,,,,
Ramle Bango,,2ec56aae-b1fe-44c0-a745-a2760a63e665,4398.6,0.0,7047.599999999999,7047.599999999999,0.0,,25.240000000000002,25.240000000000002,,,safe,safe,0.0,9317.148474653608,0.0,0.0,0.0,51639.58025404966,0.0,0.0,2ec56aae-b1fe-44c0-a745-a2760a63e665,0.0,7047.599999999999,7047.599999999999,0.0,25.240000000000002,25.240000000000002,,,,,,,,
Hayuliang,,6b865722-2ea0-4e24-a2cc-2fa16426ee06,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,124496.55595599054,0.0,0.0,6b865722-2ea0-4e24-a2cc-2fa16426ee06,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Pipu,,ee132855-3c59-4a43-9599-2d5b2a8fc622,0.0,0.0,0.0,0.0,0.0,,,,,,Hilly Area,Hilly Area,0.0,0.0,0.0,0.0,0.0,36721.949651514784,0.0,0.0,ee132855-3c59-4a43-9599-2d5b2a8fc622,0.0,0.0,0.0,0.0,,,,,Hilly Area,Hilly Area,,,,
Wakro,,21f3d93b-cc26-424a-8f31-9d1b7f46d657,2998.2,0.0,17010.99,17010.99,0.0,,15.55,15.55,,,safe,safe,0.0,28580.7920939395,0.0,0.0,0.0,208354.8159912846,0.0,0.0,21f3d93b-cc26-424a-8f31-9d1b7f46d657,0.0,17010.99,17010.99,0.0,15.55,15.55,,,,,,,,
